epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8157423734664917,0.42979052662849426,1e-05,0.8661971688270569,0.33216771483421326
1,0.8550983667373657,0.3654697835445404,1e-05,0.8591549396514893,0.3237905502319336
2,0.8533094525337219,0.35681256651878357,1e-05,0.8732394576072693,0.3231356143951416
3,0.8640429377555847,0.3550874590873718,1e-05,0.8661971688270569,0.31427645683288574
4,0.8640429377555847,0.3143966794013977,1e-05,0.8732394576072693,0.28731754422187805
5,0.8765652775764465,0.309490442276001,1e-05,0.8802816867828369,0.3124965727329254
6,0.8765652775764465,0.2884957194328308,1e-05,0.8802816867828369,0.29706084728240967
7,0.8962432742118835,0.2818319797515869,1e-05,0.8873239159584045,0.3110090494155884
8,0.8944543600082397,0.2680149972438812,1e-05,0.8802816867828369,0.34404581785202026
9,0.8962432742118835,0.25593671202659607,1e-05,0.8732394576072693,0.32310113310813904
10,0.9141323566436768,0.2302865982055664,1e-05,0.8943662047386169,0.3169163465499878
11,0.9087656736373901,0.23300424218177795,1e-05,0.8873239159584045,0.31531524658203125
12,0.9266547560691833,0.1887093484401703,1e-05,0.8943662047386169,0.31395092606544495
13,0.930232584476471,0.18736174702644348,1e-05,0.8873239159584045,0.3386458456516266
14,0.9355992674827576,0.19080816209316254,1e-05,0.8732394576072693,0.3502964377403259
15,0.930232584476471,0.17197169363498688,1e-05,0.8802816867828369,0.31697380542755127
16,0.940966010093689,0.1619911640882492,1e-06,0.8873239159584045,0.3219892680644989
17,0.9463327527046204,0.13302060961723328,1e-06,0.9014084339141846,0.3291443884372711
18,0.9481216669082642,0.14941979944705963,1e-06,0.8873239159584045,0.32521215081214905
19,0.951699435710907,0.1186642050743103,1e-06,0.8943662047386169,0.3309691548347473
20,0.9481216669082642,0.12414103001356125,1e-06,0.8943662047386169,0.3357708752155304
21,0.9642218351364136,0.12085992842912674,1e-06,0.8873239159584045,0.3389299511909485
22,0.9570661783218384,0.11427325755357742,1e-06,0.8873239159584045,0.34652137756347656
23,0.9463327527046204,0.1243973895907402,1e-06,0.8802816867828369,0.3519260883331299
24,0.9391770958900452,0.16712084412574768,1e-06,0.8873239159584045,0.3509572446346283
25,0.9463327527046204,0.13338446617126465,1e-06,0.8943662047386169,0.3547860383987427
26,0.9534883499145508,0.1197023093700409,1e-06,0.8802816867828369,0.3528022766113281
27,0.9588550925254822,0.10670474916696548,1e-06,0.8802816867828369,0.36351478099823
28,0.969588577747345,0.10859911143779755,1e-06,0.8802816867828369,0.3639579117298126
29,0.9588550925254822,0.11208676546812057,1e-06,0.8873239159584045,0.37528902292251587
30,0.9427549242973328,0.13285070657730103,1e-06,0.8943662047386169,0.37837669253349304
31,0.9677996635437012,0.10289054363965988,1e-06,0.8802816867828369,0.3725443184375763
32,0.960644006729126,0.11272377520799637,1e-06,0.8873239159584045,0.37382957339286804
33,0.9624329209327698,0.10290668159723282,1e-06,0.8802816867828369,0.37093183398246765
34,0.9534883499145508,0.12970873713493347,1e-06,0.8802816867828369,0.36881518363952637
35,0.9642218351364136,0.09635099768638611,1e-06,0.8802816867828369,0.3722184896469116
36,0.9588550925254822,0.11924362927675247,1e-06,0.8802816867828369,0.3715188205242157
37,0.960644006729126,0.11756215989589691,1e-06,0.8873239159584045,0.37203657627105713
38,0.9677996635437012,0.10892605781555176,1e-06,0.8873239159584045,0.3771645724773407
39,0.9660107493400574,0.11594466120004654,1e-06,0.8873239159584045,0.38369020819664
40,0.9660107493400574,0.11097238212823868,1e-06,0.8873239159584045,0.3878366947174072
41,0.969588577747345,0.0886465460062027,1e-06,0.8802816867828369,0.3866046071052551
42,0.9570661783218384,0.11167745292186737,1e-06,0.8873239159584045,0.3926129937171936
43,0.9660107493400574,0.10970596969127655,1e-06,0.8873239159584045,0.3972170650959015
44,0.971377432346344,0.10305603593587875,1e-06,0.8802816867828369,0.39454638957977295
45,0.9534883499145508,0.11866272985935211,1e-06,0.8873239159584045,0.3956305682659149
46,0.9642218351364136,0.1018982008099556,1e-06,0.8873239159584045,0.40265095233917236
47,0.9677996635437012,0.0955422967672348,1e-06,0.8873239159584045,0.40394914150238037
48,0.9731663465499878,0.10274484008550644,1e-06,0.8873239159584045,0.4003676772117615
49,0.9624329209327698,0.10385268926620483,1e-06,0.8873239159584045,0.403142511844635
50,0.9534883499145508,0.11053504794836044,1e-06,0.8802816867828369,0.401601105928421
51,0.9588550925254822,0.11374148726463318,1e-06,0.8873239159584045,0.4038061499595642
52,0.971377432346344,0.09564054757356644,1e-06,0.8802816867828369,0.40919598937034607
53,0.969588577747345,0.08803820610046387,1e-06,0.8802816867828369,0.4177311360836029
54,0.960644006729126,0.08746382594108582,1e-06,0.8802816867828369,0.41175198554992676
