epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8223801255226135,0.4046895503997803,1e-05,0.7681159377098083,0.5595628619194031
1,0.8490231037139893,0.39673832058906555,1e-05,0.782608687877655,0.5206814408302307
2,0.8365896940231323,0.36314657330513,1e-05,0.782608687877655,0.5479696393013
3,0.8738898634910583,0.32308706641197205,1e-05,0.7753623127937317,0.5460176467895508
4,0.8738898634910583,0.30805957317352295,1e-05,0.7898550629615784,0.5793420076370239
5,0.8774423003196716,0.3146737515926361,1e-05,0.7971014380455017,0.5498086810112
6,0.8845470547676086,0.30399590730667114,1e-05,0.7753623127937317,0.5324699282646179
7,0.8792184591293335,0.26646050810813904,1e-05,0.7971014380455017,0.5342438817024231
8,0.9023090600967407,0.2718579173088074,1e-05,0.782608687877655,0.5228549838066101
9,0.9023090600967407,0.2538328468799591,1e-05,0.782608687877655,0.6268792152404785
10,0.9076376557350159,0.24645093083381653,1e-05,0.782608687877655,0.5603490471839905
11,0.9200710654258728,0.22461102902889252,1e-06,0.804347813129425,0.5132503509521484
12,0.912966251373291,0.1984798163175583,1e-06,0.7898550629615784,0.5262264013290405
13,0.9289520382881165,0.19893863797187805,1e-06,0.7971014380455017,0.5181347131729126
14,0.9271758198738098,0.1763666272163391,1e-06,0.7753623127937317,0.587755560874939
15,0.9182948470115662,0.18755526840686798,1e-06,0.7898550629615784,0.5357223153114319
16,0.9342806339263916,0.1833578497171402,1e-06,0.7898550629615784,0.5397144556045532
17,0.9431616067886353,0.18811123073101044,1e-06,0.7898550629615784,0.5295515656471252
18,0.9271758198738098,0.18764835596084595,1e-06,0.7898550629615784,0.5424059629440308
19,0.9218472242355347,0.20342938601970673,1e-06,0.7898550629615784,0.5467378497123718
20,0.9342806339263916,0.1826743334531784,1e-06,0.7898550629615784,0.5496897101402283
21,0.9378330111503601,0.1718837171792984,1e-06,0.7898550629615784,0.5237118005752563
22,0.9396092295646667,0.1721072494983673,1e-06,0.7898550629615784,0.5572720170021057
23,0.9538187980651855,0.14077945053577423,1e-06,0.7898550629615784,0.564807653427124
24,0.9396092295646667,0.1705193668603897,1e-06,0.7971014380455017,0.5597501397132874
25,0.9360568523406982,0.17862169444561005,1e-06,0.804347813129425,0.54616779088974
26,0.9431616067886353,0.15373115241527557,1e-06,0.7898550629615784,0.5498253107070923
27,0.9342806339263916,0.18173952400684357,1e-06,0.7898550629615784,0.5499904751777649
28,0.9307282567024231,0.18608316779136658,1e-06,0.7898550629615784,0.542034387588501
29,0.9342806339263916,0.17771749198436737,1e-06,0.7898550629615784,0.5570732951164246
30,0.9413854479789734,0.14323468506336212,1e-06,0.7971014380455017,0.5394168496131897
31,0.9449378252029419,0.16107481718063354,1e-06,0.782608687877655,0.5802983045578003
32,0.9449378252029419,0.14897817373275757,1e-06,0.782608687877655,0.5466260313987732
33,0.9360568523406982,0.1723640412092209,1e-06,0.7898550629615784,0.5468180775642395
34,0.9342806339263916,0.16281644999980927,1e-06,0.782608687877655,0.5665779113769531
35,0.9431616067886353,0.14210578799247742,1e-06,0.7898550629615784,0.5513710975646973
36,0.9484902024269104,0.14406652748584747,1e-06,0.7753623127937317,0.5700931549072266
37,0.9431616067886353,0.1496412307024002,1e-06,0.7898550629615784,0.5579042434692383
38,0.9396092295646667,0.1573687642812729,1e-06,0.7753623127937317,0.5999788045883179
39,0.9431616067886353,0.14335083961486816,1e-06,0.7898550629615784,0.5736761689186096
40,0.9467140436172485,0.14895035326480865,1e-06,0.782608687877655,0.5853521227836609
41,0.9467140436172485,0.14152954518795013,1e-06,0.7753623127937317,0.5957596302032471
42,0.9396092295646667,0.14297544956207275,1e-06,0.782608687877655,0.5895151495933533
43,0.9378330111503601,0.16581282019615173,1e-06,0.7898550629615784,0.5846524238586426
44,0.9609236121177673,0.1274203658103943,1e-06,0.7753623127937317,0.6027387976646423
45,0.9513888955116272,0.1504298448562622,1e-06,0.7971014380455017,0.5920696258544922
46,0.9573712348937988,0.12244091182947159,1e-06,0.782608687877655,0.6054143309593201
47,0.9413854479789734,0.14045293629169464,1e-06,0.7898550629615784,0.5969144105911255
48,0.9431616067886353,0.14159175753593445,1e-06,0.7898550629615784,0.5818275213241577
49,0.9484902024269104,0.13837532699108124,1e-06,0.782608687877655,0.6104946136474609
50,0.950266420841217,0.14409564435482025,1e-06,0.7753623127937317,0.6342923045158386
51,0.9573712348937988,0.13057594001293182,1e-06,0.8115941882133484,0.5873015522956848
52,0.9538187980651855,0.13383367657661438,1e-06,0.804347813129425,0.5992124080657959
53,0.9573712348937988,0.13797010481357574,1e-06,0.7753623127937317,0.6362274885177612
54,0.9467140436172485,0.11905316263437271,1e-06,0.782608687877655,0.6085153222084045
55,0.9609236121177673,0.11815674602985382,1e-06,0.7898550629615784,0.6099119782447815
56,0.9609236121177673,0.13214635848999023,1e-06,0.804347813129425,0.6003201603889465
57,0.9467140436172485,0.12246877700090408,1e-06,0.7971014380455017,0.6000499725341797
58,0.9449378252029419,0.14342200756072998,1e-06,0.7898550629615784,0.6201439499855042
59,0.9538187980651855,0.12286140024662018,1e-06,0.7971014380455017,0.5996401906013489
60,0.9520426392555237,0.12685197591781616,1e-06,0.782608687877655,0.6691762208938599
61,0.9520426392555237,0.13640935719013214,1e-06,0.8188405632972717,0.6077510118484497
