epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8263888955116272,0.42313921451568604,1e-05,0.8071428537368774,0.5394887328147888
1,0.8217468857765198,0.41951635479927063,1e-05,0.7142857313156128,0.526481032371521
2,0.8520498871803284,0.3690105974674225,1e-05,0.800000011920929,0.508540689945221
3,0.8449198007583618,0.34463241696357727,1e-05,0.7857142686843872,0.508195161819458
4,0.8680927157402039,0.3349236845970154,1e-05,0.8214285969734192,0.5012309551239014
5,0.8770053386688232,0.3044002056121826,1e-05,0.8285714387893677,0.508393406867981
6,0.8859180212020874,0.2858108580112457,1e-05,0.8357142806053162,0.5009638667106628
7,0.9019607901573181,0.26759102940559387,1e-05,0.7857142686843872,0.4816022515296936
8,0.9126559495925903,0.2608441412448883,1e-05,0.7785714268684387,0.5313065648078918
9,0.9090909361839294,0.2118728756904602,1e-05,0.7714285850524902,0.48429074883461
10,0.9180035591125488,0.22521249949932098,1e-05,0.800000011920929,0.5547556281089783
11,0.9286987781524658,0.20669886469841003,1e-05,0.8142856955528259,0.4783180356025696
12,0.9304812550544739,0.17543438076972961,1e-06,0.8214285969734192,0.48365020751953125
13,0.939393937587738,0.17604559659957886,1e-06,0.8214285969734192,0.4787490963935852
14,0.9304812550544739,0.17992298305034637,1e-06,0.8142856955528259,0.4909857511520386
15,0.9304812550544739,0.160689115524292,1e-06,0.8285714387893677,0.49227601289749146
16,0.9304812550544739,0.19181744754314423,1e-06,0.8214285969734192,0.4907161593437195
17,0.9376114010810852,0.17653408646583557,1e-06,0.8142856955528259,0.4995918869972229
18,0.939393937587738,0.15440505743026733,1e-06,0.8142856955528259,0.508094847202301
19,0.9375,0.15309208631515503,1e-06,0.8142856955528259,0.5127038955688477
20,0.9304812550544739,0.1640823483467102,1e-06,0.8142856955528259,0.5134432315826416
21,0.939393937587738,0.17639443278312683,1e-06,0.8142856955528259,0.5178572535514832
22,0.926916241645813,0.1732669472694397,1e-06,0.8142856955528259,0.5136473774909973
23,0.939393937587738,0.14810888469219208,1e-06,0.8142856955528259,0.522767186164856
24,0.9465240836143494,0.15071731805801392,1e-06,0.8142856955528259,0.5286751389503479
25,0.9429590106010437,0.14777548611164093,1e-06,0.8142856955528259,0.5327931642532349
26,0.9376114010810852,0.16144275665283203,1e-06,0.8214285969734192,0.5309278964996338
27,0.939393937587738,0.1597316712141037,1e-06,0.8285714387893677,0.5254043340682983
28,0.9429590106010437,0.1429140716791153,1e-06,0.8285714387893677,0.5322186946868896
29,0.9447415471076965,0.14860327541828156,1e-06,0.8214285969734192,0.5367377996444702
30,0.9447415471076965,0.150335431098938,1e-06,0.8142856955528259,0.5419726967811584
31,0.9376114010810852,0.14402109384536743,1e-06,0.8214285969734192,0.5490188598632812
32,0.9483066201210022,0.15838319063186646,1e-06,0.8357142806053162,0.5480868816375732
33,0.9357638955116272,0.1548912674188614,1e-06,0.8214285969734192,0.5453365445137024
34,0.9411764740943909,0.14242587983608246,1e-06,0.8357142806053162,0.5517780780792236
35,0.9411764740943909,0.1693774163722992,1e-06,0.8214285969734192,0.5519962906837463
36,0.9572192430496216,0.12607933580875397,1e-06,0.8214285969734192,0.5540140867233276
37,0.9500890970230103,0.15018001198768616,1e-06,0.8214285969734192,0.551421582698822
38,0.9483066201210022,0.1449299305677414,1e-06,0.8214285969734192,0.561104953289032
39,0.9483066201210022,0.1271083801984787,1e-06,0.8142856955528259,0.5705680847167969
40,0.9500890970230103,0.1470186710357666,1e-06,0.8142856955528259,0.5762578845024109
41,0.9465240836143494,0.13199570775032043,1e-06,0.8214285969734192,0.577796459197998
42,0.9518716335296631,0.12268203496932983,1e-06,0.8214285969734192,0.5784458518028259
43,0.9483066201210022,0.13710907101631165,1e-06,0.8142856955528259,0.5691763758659363
44,0.9500890970230103,0.11772377789020538,1e-06,0.8214285969734192,0.5672217011451721
45,0.9465240836143494,0.13575442135334015,1e-06,0.8214285969734192,0.5676898956298828
46,0.9572192430496216,0.11163420230150223,1e-06,0.8142856955528259,0.5946008563041687
47,0.9483066201210022,0.14184165000915527,1e-06,0.8214285969734192,0.5807697772979736
48,0.9554367065429688,0.12621641159057617,1e-06,0.8071428537368774,0.5784482359886169
49,0.9518716335296631,0.12024334818124771,1e-06,0.8214285969734192,0.5895899534225464
50,0.9500890970230103,0.13181480765342712,1e-06,0.8214285969734192,0.5949830412864685
51,0.9661319255828857,0.10464462637901306,1e-06,0.8071428537368774,0.5946175456047058
52,0.9536541700363159,0.14610916376113892,1e-06,0.8214285969734192,0.6073746681213379
53,0.9536541700363159,0.1393398493528366,1e-06,0.8214285969734192,0.5996617674827576
54,0.9483066201210022,0.13692213594913483,1e-06,0.8214285969734192,0.6061296463012695
55,0.9572192430496216,0.1214454248547554,1e-06,0.8142856955528259,0.5998799204826355
56,0.9643493890762329,0.1055440604686737,1e-06,0.8214285969734192,0.6138798594474792
57,0.9643493890762329,0.10407131165266037,1e-06,0.8214285969734192,0.6181334257125854
58,0.9607843160629272,0.12951858341693878,1e-06,0.8142856955528259,0.6228206753730774
59,0.9554367065429688,0.12417852878570557,1e-06,0.8142856955528259,0.6233053207397461
60,0.9625668525695801,0.11871673911809921,1e-06,0.8142856955528259,0.6223281621932983
61,0.9643493890762329,0.1095876544713974,1e-06,0.8142856955528259,0.6292522549629211
